Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Apiaceae,ALETE,Aletes sp.,Aletes,29570,Umbelliferae,Apiaceae,Apiaceae,ALETE,Aletes sp.,ALETE,Aletes sp.,ALETE,Aletes sp.,NA,NA,Indian parsley,NA,NA,NA,0,FALSE,0,FALSE,ALETES,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,ALGE,Allium geyeri,Allium geyeri,42643,Liliaceae,Liliaceae,Liliaceae,ALGE,Allium geyeri,ALGE,Allium geyeri,ALGE,Allium geyeri,NA,NA,Geyer's onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLGEY,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,ALGE2,Alopecurus geniculatus,Alopecurus geniculatus,40437,Gramineae,NA,NA,ALGE2,Alopecurus geniculatus,NA,NA,NA,NA,NA,NA,Marsh foxtail,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,ALOGEN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Alismataceae,ALGR,Alisma gramineum,Alisma gramineum,38896,Alismataceae,NA,NA,ALGR,Alisma gramineum,NA,NA,NA,NA,NA,NA,Narrow-leaf water-plantain,Forb,Perennial,Native,0,FALSE,1,TRUE,ALIGRA,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Fabaceae,ALHAG,Alhagi sp.,Alhagi,26452,Leguminosae,Fabaceae,Fabaceae,ALHAG,Alhagi sp.,ALHAG,Alhagi sp.,ALHAG,Alhagi sp.,NA,NA,Alhagi,NA,NA,NA,0,FALSE,0,FALSE,ALHAGI,NA,NA,NA,NA
Dataset,HumanObservation,Nyctaginaceae,ALIN,Allionia incarnata,Allionia incarnata,19581,Nyctaginaceae,Nyctaginaceae,NA,ALIN,Allionia incarnata,ALIN,Allionia incarnata,NA,NA,Allionia incarnata var. incarnata,Var. villosa also recognized in ut by flora of north america (2003) as a separate (and more common) taxon. Varieties not recognized in utah flora (2003).,Trailing four-o'clock,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLINC,UPL,Upland,NA,NA
Dataset,HumanObservation,Betulaceae,ALIN2,Alnus incana,Alnus incana,181887,Betulaceae,Betulaceae,Betulaceae,ALIN2,Alnus incana,ALIN2,Alnus incana,ALIN2,Alnus incana,NA,NA,Gray alder,Shrub,Perennial,Native,0,FALSE,1,TRUE,ALNINC,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Alismataceae,ALISM,Alisma sp.,Alisma,38891,Alismataceae,Alismataceae,Alismataceae,ALISM,Alisma sp.,ALISM,Alisma sp.,ALISM,Alisma sp.,NA,NA,Water plantain,Forb,Perennial,Native,0,FALSE,0,FALSE,ALISMA,OBL,Obligate Wetland,NA,NA
Dataset,HumanObservation,Fabaceae,ALJU,Albizia julibrissin,Albizia julibrissin,26449,Leguminosae,NA,NA,ALJU,Albizia julibrissin,NA,NA,NA,NA,NA,NA,Silk-tree,Tree,Perennial,NonNative,0,FALSE,1,TRUE,ALBJUL,UPL,Upland,NA,NA
Dataset,HumanObservation,Liliaceae,ALLE3,Allium lemmonii,Allium lemmonii,42681,Liliaceae,NA,NA,ALLE3,Allium lemmonii,NA,NA,NA,NA,NA,NA,Lemmon's onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLLEM,UPL,Upland,NA,NA
Dataset,HumanObservation,Chenopodiaceae,ALLEN,Allenrolfea sp.,Allenrolfea,20676,Chenopodiaceae,Chenopodiaceae,Chenopodiaceae,ALLEN,Allenrolfea sp.,ALLEN,Allenrolfea sp.,ALLEN,Allenrolfea sp.,NA,NA,Allenrolfea,NA,NA,NA,0,FALSE,0,FALSE,ALLENROLFEA,NA,NA,NA,NA
Dataset,HumanObservation,Nyctaginaceae,ALLIO,Allionia sp.,Allionia,19578,Nyctaginaceae,Nyctaginaceae,Nyctaginaceae,ALLIO,Allionia sp.,ALLIO,Allionia sp.,ALLIO,Allionia sp.,NA,NA,Windmills,NA,NA,NA,0,FALSE,0,FALSE,ALLIONIA,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,ALLIU,Allium sp.,Allium,42634,NA,NA,NA,ALLIU,Allium sp.,NA,NA,NA,NA,NA,NA,Onion (sp.),Forb,Perennial,Native,0,FALSE,0,FALSE,ALLIUM,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Fabaceae,ALMA12,Alhagi maurorum,Alhagi maurorum,500956,Leguminosae,NA,NA,ALMA12,Alhagi maurorum,NA,NA,NA,NA,NA,NA,Camel-thorn,Forb,Perennial,NonNative,0,FALSE,1,TRUE,ALHMAU,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Apiaceae,ALMA3,Aletes macdougalii,Aletes macdougalii,29575,Umbelliferae,Apiaceae,Apiaceae,ALMA3,Aletes macdougalii,ALMA3,Aletes macdougalii,ALMA3,Aletes macdougalii,NA,NA,Macdougal's indian parsley,Forb,Perennial,Native,0,FALSE,1,TRUE,ALEMAC,UPL,Upland,NA,NA
Dataset,HumanObservation,Liliaceae,ALMA4,Allium macropetalum,Allium macropetalum,42682,Liliaceae,Alliaceae,NA,ALMA4,Allium macropetalum,ALMA4,Allium macropetalum,NA,NA,NA,NA,San juan onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLMAC,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,ALMIM,Alyssum minus var. micranthum,Alyssum minus micranthum,531468,Cruciferae,Brassicaceae,NA,ALMIM,Alyssum minus var. micranthum,ALPA7,Alyssum parviflorum,NA,NA,"Alyssum parviflorum var. micranthum, Alyssum simplex",NA,European madwort,Forb,Annual,NonNative,1,TRUE,1,TRUE,ALYMIN,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,ALMUT2,Almutaster sp.,Almutaster,500890,Compositae,Asteraceae,Asteraceae,ALMUT2,Almutaster sp.,ALMUT2,Almutaster sp.,ALMUT2,Almutaster sp.,NA,NA,Alkali marsh aster,NA,NA,NA,0,FALSE,0,FALSE,ALMUTASTER,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,ALNE,Allium nevadense,Allium nevadense,42687,Liliaceae,Alliaceae,NA,ALNE,Allium nevadense,ALNE,Allium nevadense,NA,NA,NA,Includes allium atrorubens var. cristatum in utah flora (2003).,Nevada onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLNEV,UPL,Upland,NA,NA
Dataset,HumanObservation,Betulaceae,ALNUS,Alnus sp.,Alnus,19466,Betulaceae,Betulaceae,Betulaceae,ALNUS,Alnus sp.,ALNUS,Alnus sp.,ALNUS,Alnus sp.,NA,NA,Alder,NA,NA,NA,0,FALSE,0,FALSE,ALNUS,NA,NA,NA,NA
Dataset,HumanObservation,Chenopodiaceae,ALOC2,Allenrolfea occidentalis,Allenrolfea occidentalis,20677,Chenopodiaceae,NA,NA,ALOC2,Allenrolfea occidentalis,NA,NA,NA,NA,NA,NA,Iodine bush,Shrub,Perennial,Native,0,FALSE,1,TRUE,ALLOCC,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,ALOPE,Alopecurus sp.,Alopecurus,40431,Gramineae,Poaceae,Poaceae,ALOPE,Alopecurus sp.,ALOPE,Alopecurus sp.,ALOPE,Alopecurus sp.,NA,NA,Foxtail,Graminoid,NA,NA,0,FALSE,0,FALSE,ALOPECURUS,NA,NA,NA,C3
Dataset,HumanObservation,Asteraceae,ALPA14,Almutaster pauciflorus,Almutaster pauciflorus,507576,Compositae,Asteraceae,NA,ASPA8,Aster pauciflorus,ALPA14,Almutaster pauciflorus,NA,NA,NA,NA,Alkali aster,Forb,Perennial,Native,0,FALSE,1,TRUE,ASTPAU,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Liliaceae,ALPA5,Allium passeyi,Allium passeyi,42691,Liliaceae,NA,NA,ALPA5,Allium passeyi,NA,NA,NA,NA,NA,NA,Passey's onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLPAS,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,ALPRS,Alopecurus pratensis,Alopecurus pratensis,40438,Gramineae,Poaceae,Poaceae,ALPR3,Alopecurus pratensis,ALPR3,Alopecurus pratensis,ALPR3,Alopecurus pratensis,NA,NA,Meadow foxtail,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,ALOPRA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Liliaceae,ALTE,Allium textile,Allium textile,42670,Liliaceae,Alliaceae,Alliaceae,ALTE,Allium textile,ALTE,Allium textile,ALTE,Allium textile,NA,NA,Textile onion,Forb,Perennial,Native,0,FALSE,1,TRUE,ALLTEX,UPL,Upland,NA,NA
Dataset,HumanObservation,Alismataceae,ALTR7,Alisma triviale,Alisma triviale,182441,Alismataceae,Alismataceae,NA,ALPL,Alisma plantago-aquatica,ALTR7,Alisma triviale,NA,NA,Alisma plantago-aquatica var. americanum,NA,Water-plantain,Forb,Perennial,Native,0,FALSE,1,TRUE,ALIPLA,OBL,Obligate Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Brassicaceae,ALYSS,Alyssum sp.,Alyssum,23029,Cruciferae,Brassicaceae,Brassicaceae,ALYSS,Alyssum sp.,ALYSS,Alyssum sp.,ALYSS,Alyssum sp.,NA,NA,Madwort,Forb,Annual,NonNative,0,FALSE,0,FALSE,ALYSSUM,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,AMAC2,Ambrosia acanthicarpa,Ambrosia acanthicarpa,36497,Compositae,Asteraceae,NA,AMAC2,Ambrosia acanthicarpa,AMAC2,Ambrosia acanthicarpa,NA,NA,Franseria acanthicarpa,NA,Bur ragweed,Forb,Annual,Native,0,FALSE,1,TRUE,AMBACA,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Amaranthaceae,AMAL,Amaranthus albus,Amaranthus albus,20719,Amaranthaceae,Amaranthaceae,NA,AMAL,Amaranthus albus,AMAL,Amaranthus albus,NA,NA,NA,NA,Tumble pigweed,Forb,Annual,NonNative,0,FALSE,1,TRUE,AMAALB,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Rosaceae,AMAL2,Amelanchier alnifolia,Amelanchier alnifolia,25109,Rosaceae,Rosaceae,Rosaceae,AMAL2,Amelanchier alnifolia,AMAL2,Amelanchier alnifolia,AMAL2,Amelanchier alnifolia,NA,NA,Saskatoon serviceberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,AMEALN,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,AMAR2,Ambrosia artemisiifolia,Ambrosia artemisiifolia,36496,Compositae,NA,NA,AMAR2,Ambrosia artemisiifolia,NA,NA,NA,NA,Ambrosia artemisiifolia var. elatior,NA,Common ragweed,Forb,Annual,Native,0,FALSE,1,TRUE,AMBART,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Amaranthaceae,AMARA,Amaranthus sp.,Amaranthus,20715,Amaranthaceae,Amaranthaceae,Amaranthaceae,AMARA,Amaranthus sp.,AMARA,Amaranthus sp.,AMARA,Amaranthus sp.,NA,NA,Pigweed,Forb,Annual,NA,0,FALSE,0,FALSE,AMARANTHUS,NA,NA,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMBL,Amaranthus blitoides,Amaranthus blitoides,20723,Amaranthaceae,Amaranthaceae,NA,AMBL,Amaranthus blitoides,AMBL,Amaranthus blitoides,NA,NA,Amaranthus graecizans,NA,Prostrate pigweed,Forb,Annual,Native,0,FALSE,1,TRUE,AMABLI,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,AMBRO,Ambrosia sp.,Ambrosia,36495,Compositae,Asteraceae,Asteraceae,AMBRO,Ambrosia sp.,AMBRO,Ambrosia sp.,AMBRO,Ambrosia sp.,NA,NA,Ragweed,Forb,NA,Native,0,FALSE,0,FALSE,AMBROSIA,NA,NA,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMCA,Amaranthus californicus,Amaranthus californicus,20725,Amaranthaceae,NA,NA,AMCA,Amaranthus californicus,NA,NA,NA,NA,NA,NA,California amaranth,Forb,Annual,Native,0,FALSE,1,TRUE,AMACAL,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Amaranthaceae,AMCR4,Amaranthus cruentus,Amaranthus cruentus,20730,Amaranthaceae,NA,NA,AMCR4,Amaranthus cruentus,AMCR4,Amaranthus cruentus,NA,NA,NA,NA,Blood amaranth,Forb,Annual,NonNative,0,FALSE,1,TRUE,AMACRU,CULT,Cultivar,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Rosaceae,AMELA,Amelanchier sp.,Amelanchier,25108,Rosaceae,Rosaceae,Rosaceae,AMELA,Amelanchier sp.,AMELA,Amelanchier sp.,AMELA,Amelanchier sp.,NA,NA,Serviceberry,Shrub,Perennial,Native,0,FALSE,0,FALSE,AMELANCHIER,NA,NA,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMFI,Amaranthus fimbriatus,Amaranthus fimbriatus,20732,Amaranthaceae,NA,NA,AMFI,Amaranthus fimbriatus,NA,NA,NA,NA,NA,NA,Fringed amaranth,Forb,Annual,Native,0,FALSE,1,TRUE,AMAFIM,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Asteraceae,AMFR2,Amphipappus fremontii,Amphipappus fremontii,36527,Compositae,Asteraceae,Asteraceae,AMFR2,Amphipappus fremontii,AMFR2,Amphipappus fremontii,AMFR2,Amphipappus fremontii,NA,NA,Fremont's chaffbush,Shrub,Perennial,Native,0,FALSE,1,TRUE,AMPFRE,UPL,Upland,NA,NA
Dataset,HumanObservation,Apocynaceae,AMJO,Amsonia jonesii,Amsonia jonesii,30140,Apocynaceae,Apocynaceae,NA,AMJO,Amsonia jonesii,AMJO,Amsonia jonesii,NA,NA,NA,NA,Jones' amsonia,Forb,Perennial,Native,0,FALSE,1,TRUE,AMSJON,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,AMLI3,Ambrosia linearis,Ambrosia linearis,36513,NA,Asteraceae,NA,NA,NA,AMLI3,Ambrosia linearis,NA,NA,Franseria linearis,NA,Streaked burr ragweed,Forb,Annual,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Lythraceae,AMMAN,Ammannia sp.,Ammannia,27090,Lythraceae,Lythraceae,Lythraceae,AMMAN,Ammannia sp.,AMMAN,Ammannia sp.,AMMAN,Ammannia sp.,NA,NA,Redstem,NA,NA,NA,0,FALSE,0,FALSE,AMMANNIA,NA,NA,NA,NA
Dataset,HumanObservation,Boraginaceae,AMME,Amsinckia menziesii,Amsinckia menziesii,31711,Boraginaceae,Boraginaceae,Boraginaceae,AMME,Amsinckia menziesii,AMME,Amsinckia menziesii,AMME,Amsinckia menziesii,NA,NA,Menzies' fiddleneck,Forb,Annual,Native,0,FALSE,1,TRUE,AMSMEN,UPL,Upland,NA,NA
Dataset,HumanObservation,Boraginaceae,AMMEI2,Amsinckia menziesii var. intermedia,Amsinckia menziesii intermedia,531246,Boraginaceae,NA,NA,AMIN3,Amsinckia intermedia,NA,NA,NA,NA,NA,NA,Tarweed fiddleneck,Forb,Annual,Native,1,TRUE,1,TRUE,AMSINT,UPL,Upland,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMPA,Amaranthus palmeri,Amaranthus palmeri,20740,Amaranthaceae,NA,NA,AMPA,Amaranthus palmeri,NA,NA,NA,NA,NA,NA,Palmer's amaranth,Forb,Annual,Native,0,FALSE,1,TRUE,AMAPAL,FACU,Facultative Upland,"Plants.usda.gov, 8/2011",NA
Dataset,HumanObservation,Asteraceae,AMPHI3,Amphipappus sp.,Amphipappus,36526,Compositae,Asteraceae,Asteraceae,AMPHI3,Amphipappus sp.,AMPHI3,Amphipappus sp.,AMPHI3,Amphipappus sp.,NA,NA,Chaffbush,NA,NA,NA,0,FALSE,0,FALSE,AMPHIPAPPUS,NA,NA,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMPO2,Amaranthus powellii,Amaranthus powellii,20742,Amaranthaceae,NA,NA,AMPO2,Amaranthus powellii,NA,NA,NA,NA,NA,NA,Powell's amaranth,Forb,Annual,Native,0,FALSE,1,TRUE,AMAPOW,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Asteraceae,AMPS,Ambrosia psilostachya,Ambrosia psilostachya,36516,Compositae,Asteraceae,NA,AMPS,Ambrosia psilostachya,AMPSC2,Ambrosia psilostachya,NA,NA,Ambrosia coronopifolia,NA,Western ragweed,Forb,Perennial,Native,0,FALSE,1,TRUE,AMBPSI,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Rosaceae,AMPU5,Amelanchier pumila,Amelanchier pumila,182049,NA,NA,Rosaceae,NA,NA,NA,NA,AMALP2,Amelanchier alnifolia var. pumila,NA,NA,Dwarf serviceberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMRE,Amaranthus retroflexus,Amaranthus retroflexus,20745,Amaranthaceae,Amaranthaceae,NA,AMRE,Amaranthus retroflexus,AMRE,Amaranthus retroflexus,NA,NA,NA,NA,Redroot pigweed,Forb,Annual,Native,0,FALSE,1,TRUE,AMARET,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Lythraceae,AMRO3,Ammannia robusta,Ammannia robusta,182101,Lythraceae,NA,NA,AMRO3,Ammannia robusta,NA,NA,NA,NA,NA,NA,Robust toothcup,Forb,Annual,Native,0,FALSE,1,TRUE,AMMROB,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Boraginaceae,AMSIN,Amsinckia sp.,Amsinckia,31700,Boraginaceae,Boraginaceae,Boraginaceae,AMSIN,Amsinckia sp.,AMSIN,Amsinckia sp.,AMSIN,Amsinckia sp.,NA,NA,Fiddleneck,Forb,Annual,Native,0,FALSE,0,FALSE,AMSINCKIA,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,AMSMI3,Astragalus microcymbus,Astragalus microcymbus,25578,NA,Fabaceae,NA,NA,NA,ASMI3,Astragalus microcymbus,NA,NA,NA,NA,Skiff milkvetch,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Apocynaceae,AMSON,Amsonia sp.,Amsonia,30130,Apocynaceae,Apocynaceae,Apocynaceae,AMSON,Amsonia sp.,AMSON,Amsonia sp.,AMSON,Amsonia sp.,NA,NA,Bluestar,Forb,Perennial,Native,0,FALSE,0,FALSE,AMSONIA,UPL,Upland,NA,NA
Dataset,HumanObservation,Boraginaceae,AMTE3,Amsinckia tessellata,Amsinckia tessellata,31706,Boraginaceae,NA,NA,AMTE3,Amsinckia tessellata,NA,NA,NA,NA,NA,NA,Rough fiddleneck,Forb,Annual,Native,0,FALSE,1,TRUE,AMSTES,UPL,Upland,NA,NA
Dataset,HumanObservation,Apocynaceae,AMTO2,Amsonia tomentosa,Amsonia tomentosa,30150,Apocynaceae,Apocynaceae,Apocynaceae,AMTO2,Amsonia tomentosa,AMTO2,Amsonia tomentosa,AMTO2,Amsonia tomentosa,NA,NA,Woolly bluestar,Forb,Perennial,Native,0,FALSE,1,TRUE,AMSTOM,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,AMTO3,Ambrosia tomentosa,Ambrosia tomentosa,36520,Compositae,Asteraceae,NA,AMTO3,Ambrosia tomentosa,AMTO3,Ambrosia tomentosa,NA,NA,Franseria tomentosa,NA,Skeleton-leaf bursage,Forb,Perennial,Native,0,FALSE,1,TRUE,AMBTOM,UPL,Upland,NA,NA
Dataset,HumanObservation,Amaranthaceae,AMTO6,Amaranthus torreyi,Amaranthus torreyi,20749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Torrey's amaranth,Forb,Annual,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,AMTR,Ambrosia trifida,Ambrosia trifida,36521,Compositae,Asteraceae,NA,AMTR,Ambrosia trifida,AMTR,Ambrosia trifida,NA,NA,NA,NA,Giant ragweed,Forb,Annual,Native,0,FALSE,1,TRUE,AMBTRI,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Rosaceae,AMUT,Amelanchier utahensis,Amelanchier utahensis,25121,Rosaceae,Rosaceae,Rosaceae,AMUT,Amelanchier utahensis,AMUT,Amelanchier utahensis,AMUT,Amelanchier utahensis,NA,Includes vars. utahensis & cusickii in utah flora 2003,Utah serviceberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,AMEUTA,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,ANAM,Angelica ampla,Angelica ampla,29433,NA,Apiaceae,NA,NA,NA,ANAM,Angelica ampla,NA,NA,NA,NA,Giant angelica,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,ANAN2,Antennaria anaphaloides,Antennaria anaphaloides,36720,Compositae,Asteraceae,NA,ANAN2,Antennaria anaphaloides,ANPUA2,NA,NA,NA,NA,NA,Tall pussytoes,Forb,Perennial,Native,0,FALSE,1,TRUE,ANTANA,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,ANAPH,Anaphalis sp.,Anaphalis,36528,Compositae,Asteraceae,Asteraceae,ANAPH,Anaphalis sp.,ANAPH,Anaphalis sp.,ANAPH,Anaphalis sp.,NA,NA,Pearly everlasting,NA,NA,NA,0,FALSE,0,FALSE,ANAPHALIS,NA,NA,NA,NA
Dataset,HumanObservation,Apiaceae,ANAR3,Angelica arguta,Angelica arguta,29435,NA,NA,Apiaceae,NA,NA,NA,NA,ANAR3,Angelica arguta,NA,NA,Lyall's angelica,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Liliaceae,ANBR4,Androstephium breviflorum,Androstephium breviflorum,42777,Liliaceae,Alliaceae,NA,ANBR4,Androstephium breviflorum,ANBR4,Androstephium breviflorum,NA,NA,NA,Placed in the themidaceae by some authors,Pink funnel-lily,Forb,Perennial,Native,0,FALSE,1,TRUE,ANDBRE,UPL,Upland,NA,NA
Dataset,HumanObservation,Boraginaceae,ANCHU,Anchusa sp.,Anchusa,31714,Boraginaceae,Boraginaceae,Boraginaceae,ANCHU,Anchusa sp.,ANCHU,Anchusa sp.,ANCHU,Anchusa sp.,NA,NA,Bugloss,NA,NA,NA,0,FALSE,0,FALSE,ANCHUSA,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,ANCO2,Anthemis cotula,Anthemis cotula,36330,Compositae,NA,NA,ANCO2,Anthemis cotula,NA,NA,NA,NA,NA,NA,Mayweed,Forb,Annual,NonNative,0,FALSE,1,TRUE,ANTCOT,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,ANDI2,Antennaria dimorpha,Antennaria dimorpha,36727,Compositae,Asteraceae,Asteraceae,ANDI2,Antennaria dimorpha,ANDI2,Antennaria dimorpha,ANDI2,Antennaria dimorpha,NA,NA,Low pussytoes,Forb,Perennial,Native,0,FALSE,1,TRUE,ANTDIM,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,ANDRO2,Andropogon sp.,Andropogon,40450,Gramineae,Poaceae,Poaceae,ANDRO2,Andropogon sp.,ANDRO2,Andropogon sp.,ANDRO2,Andropogon sp.,NA,NA,Bluestem,Graminoid,Perennial,Native,0,FALSE,0,FALSE,ANDROPOGON,NA,NA,NA,C4
Dataset,HumanObservation,Primulaceae,ANDRO3,Androsace sp.,Androsace,23930,Primulaceae,Primulaceae,Primulaceae,ANDRO3,Androsace sp.,ANDRO3,Androsace sp.,ANDRO3,Androsace sp.,NA,NA,Rockjasmine,Forb,Annual,Native,0,FALSE,0,FALSE,ANDROSACE,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,ANDRO4,Androstephium sp.,Androstephium,42776,Liliaceae,Liliaceae,Liliaceae,ANDRO4,Androstephium sp.,ANDRO4,Androstephium sp.,ANDRO4,Androstephium sp.,NA,NA,Funnel lily,NA,NA,NA,0,FALSE,0,FALSE,ANDROSTEPHIUM,NA,NA,NA,NA
Dataset,HumanObservation,Ranunculaceae,ANEMO,Anemone sp.,Anemone,18425,Ranunculaceae,Ranunculaceae,Ranunculaceae,ANEMO,Anemone sp.,ANEMO,Anemone sp.,ANEMO,Anemone sp.,NA,NA,Anemone,Forb,Perennial,Native,0,FALSE,0,FALSE,ANEMONE,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,ANETH,Anethum sp.,Anethum,29583,Umbelliferae,Apiaceae,Apiaceae,ANETH,Anethum sp.,ANETH,Anethum sp.,ANETH,Anethum sp.,NA,NA,Dill,NA,NA,NA,0,FALSE,0,FALSE,ANETHUM,NA,NA,NA,NA
Dataset,HumanObservation,Primulaceae,ANFI,Androsace filiformis,Androsace filiformis,23940,Primulaceae,Primulaceae,NA,ANFI,Androsace filiformis,ANFI,Androsace filiformis,NA,NA,NA,NA,Slender-stem rock-jasmine,Forb,Annual,Native,0,FALSE,1,TRUE,ANDFIL,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,ANGE,Andropogon gerardii,Andropogon gerardii,40462,Gramineae,Poaceae,Poaceae,ANGE,Andropogon gerardii,ANGE,Andropogon gerardii,ANGE,Andropogon gerardii,NA,NA,Big bluestem,Graminoid,Perennial,Native,0,FALSE,1,TRUE,ANDGER,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Apiaceae,ANGEL,Angelica sp.,Angelica,29431,Umbelliferae,Apiaceae,Apiaceae,ANGEL,Angelica sp.,ANGEL,Angelica sp.,ANGEL,Angelica sp.,NA,NA,Angelica,Forb,Perennial,Native,0,FALSE,0,FALSE,ANGELICA,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,ANGL2,Andropogon glomeratus,Andropogon glomeratus,40454,Gramineae,Poaceae,Poaceae,ANGL2,Andropogon glomeratus,ANGL2,Andropogon glomeratus,ANGL2,Andropogon glomeratus,NA,NA,Bushy bluestem,Graminoid,Perennial,Native,0,FALSE,1,TRUE,ANDGLO,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",C4
Dataset,HumanObservation,Apiaceae,ANGR2,Anethum graveolens,Anethum graveolens,29584,Umbelliferae,NA,NA,ANGR2,Anethum graveolens,NA,NA,NA,NA,NA,NA,Dill,Forb,Annual,NonNative,0,FALSE,1,TRUE,ANEGRA,UPL,Upland,NA,NA
